
MONTH,ENTITY,PRODUCT_NAME,MEDIAN_PRICE,CHURNED_CUSTOMERS
2022-12-01,billy,pro,20,45
2023-01-01,billy,pro,20,52
2023-02-01,billy,pro,20,39
2023-03-01,billy,pro,27,48
2023-04-01,billy,pro,27,94
2023-05-01,billy,pro,27,78
2023-06-01,billy,pro,27,102
2023-07-01,billy,pro,27,94
2023-08-01,billy,pro,27,81
2023-09-01,billy,pro,27,79
2023-10-01,billy,pro,27,71
2023-11-01,billy,pro,27,70
2018-04-01,zervant,pro,15,1
2018-05-01,zervant,pro,15,4
2018-06-01,zervant,pro,15,7
2018-07-01,zervant,pro,15,3
2018-08-01,zervant,pro,15,2
2018-09-01,zervant,pro,15,10
2018-10-01,zervant,pro,15,62
2018-11-01,zervant,pro,15,75
2018-12-01,zervant,pro,15,185
2019-01-01,zervant,pro,15,123
2019-02-01,zervant,pro,15,225
2019-03-01,zervant,pro,15,151
2019-04-01,zervant,pro,15,169
2019-05-01,zervant,pro,15,149
2019-06-01,zervant,pro,15,132
2019-07-01,zervant,pro,15,139
2019-08-01,zervant,pro,15,170
2019-09-01,zervant,pro,15,143
2019-10-01,zervant,pro,15,138
2019-11-01,zervant,pro,15,155
2019-12-01,zervant,pro,15,149
2020-01-01,zervant,pro,15,192
2020-02-01,zervant,pro,15,162
2020-03-01,zervant,pro,15,196
2020-04-01,zervant,pro,15,146
2020-05-01,zervant,pro,15,132
2020-06-01,zervant,pro,15,122
2020-07-01,zervant,pro,15,112
2020-08-01,zervant,pro,15,119
2020-09-01,zervant,pro,15,295
2020-10-01,zervant,pro,15,208
2020-11-01,zervant,pro,15,162
2020-12-01,zervant,pro,16,411
2021-01-01,zervant,pro,16,222
2021-02-01,zervant,pro,16,169
2021-03-01,zervant,pro,16,184
2021-04-01,zervant,pro,16,185
2021-05-01,zervant,pro,16,191
2021-06-01,zervant,pro,16,204
2021-07-01,zervant,pro,16,214
2021-08-01,zervant,pro,16,224
2021-09-01,zervant,pro,16,235
2021-10-01,zervant,pro,16,265
2021-11-01,zervant,pro,16,342
2021-12-01,zervant,pro,15,335
2022-01-01,zervant,pro,17,348
2022-02-01,zervant,pro,17,325
2022-03-01,zervant,pro,17,328
2022-04-01,zervant,pro,17,303
2022-05-01,zervant,pro,17,337
2022-06-01,zervant,pro,17,331
2022-07-01,zervant,pro,17,319
2022-08-01,zervant,pro,17,342
2022-09-01,zervant,pro,16,462
2022-10-01,zervant,pro,16,429
2022-11-01,zervant,pro,16,439
2022-12-01,zervant,pro,15,424
2023-01-01,zervant,pro,17,499
2023-02-01,zervant,pro,17,352
2023-03-01,zervant,pro,17,355
2023-04-01,zervant,pro,17,317
2023-05-01,zervant,pro,17,327
2023-06-01,zervant,pro,17,276
2023-07-01,zervant,pro,17,211
2023-08-01,zervant,pro,17,239
2023-09-01,zervant,pro,17,257
2023-10-01,zervant,pro,17,257
2023-11-01,zervant,pro,17,293
2018-04-01,zervant,starter,7,1
2018-05-01,zervant,starter,7,5
2018-06-01,zervant,starter,7,3
2018-07-01,zervant,starter,7,9
2018-08-01,zervant,starter,7,20
2018-09-01,zervant,starter,7,17
2018-10-01,zervant,starter,7,68
2018-11-01,zervant,starter,7,96
2018-12-01,zervant,starter,7,134
2019-01-01,zervant,starter,7,219
2019-02-01,zervant,starter,7,290
2019-03-01,zervant,starter,7,188
2019-04-01,zervant,starter,7,203
2019-05-01,zervant,starter,7,221
2019-06-01,zervant,starter,7,199
2019-07-01,zervant,starter,7,207
2019-08-01,zervant,starter,7,448
2019-09-01,zervant,starter,7,319
2019-10-01,zervant,starter,8,277
2019-11-01,zervant,starter,8,232
2019-12-01,zervant,starter,8,228
2020-01-01,zervant,starter,8,267
2020-02-01,zervant,starter,8,271
2020-03-01,zervant,starter,8,291
2020-04-01,zervant,starter,8,190
2020-05-01,zervant,starter,8,204
2020-06-01,zervant,starter,8,154
2020-07-01,zervant,starter,8,153
2020-08-01,zervant,starter,8,165
2020-09-01,zervant,starter,8,293
2020-10-01,zervant,starter,8,230
2020-11-01,zervant,starter,8,138
2020-12-01,zervant,starter,9,268
2021-01-01,zervant,starter,8,234
2021-02-01,zervant,starter,8,208
2021-03-01,zervant,starter,8,245
2021-04-01,zervant,starter,8,212
2021-05-01,zervant,starter,8,235
2021-06-01,zervant,starter,8,237
2021-07-01,zervant,starter,8,261
2021-08-01,zervant,starter,8,252
2021-09-01,zervant,starter,8,266
2021-10-01,zervant,starter,8,261
2021-11-01,zervant,starter,8,403
2021-12-01,zervant,starter,8,363
2022-01-01,zervant,starter,8,324
2022-02-01,zervant,starter,8,297
2022-03-01,zervant,starter,8,326
2022-04-01,zervant,starter,8,312
2022-05-01,zervant,starter,8,369
2022-06-01,zervant,starter,8,388
2022-07-01,zervant,starter,8,345
2022-08-01,zervant,starter,8,392
2022-09-01,zervant,starter,8,476
2022-10-01,zervant,starter,8,411
2022-11-01,zervant,starter,8,525
2022-12-01,zervant,starter,8,494
2023-01-01,zervant,starter,8,501
2023-02-01,zervant,starter,9,383
2023-03-01,zervant,starter,9,385
2023-04-01,zervant,starter,9,350
2023-05-01,zervant,starter,9,374
2023-06-01,zervant,starter,9,300
2023-07-01,zervant,starter,9,284
2023-08-01,zervant,starter,9,332
2023-09-01,zervant,starter,9,334
2023-10-01,zervant,starter,9,314
2023-11-01,zervant,starter,9,361
2014-01-01,billy,subscription,17,6
2014-02-01,billy,subscription,17,11
2014-03-01,billy,subscription,17,13
2014-04-01,billy,subscription,17,34
2014-05-01,billy,subscription,17,26
2014-06-01,billy,subscription,17,24
2014-07-01,billy,subscription,17,32
2014-08-01,billy,subscription,17,52
2014-09-01,billy,subscription,17,34
2014-10-01,billy,subscription,17,37
2014-11-01,billy,subscription,13,357
2014-12-01,billy,subscription,17,41
2015-01-01,billy,subscription,17,92
2015-02-01,billy,subscription,17,77
2015-03-01,billy,subscription,17,78
2015-04-01,billy,subscription,17,81
2015-05-01,billy,subscription,17,76
2015-06-01,billy,subscription,17,92
2015-07-01,billy,subscription,17,86
2015-08-01,billy,subscription,17,96
2015-09-01,billy,subscription,17,75
2015-10-01,billy,subscription,17,97
2015-11-01,billy,subscription,17,98
2015-12-01,billy,subscription,17,122
2016-01-01,billy,subscription,17,145
2016-02-01,billy,subscription,17,130
2016-03-01,billy,subscription,17,193
2016-04-01,billy,subscription,14,122
2016-05-01,billy,subscription,17,152
2016-06-01,billy,subscription,14,146
2016-07-01,billy,subscription,13,180
2016-08-01,billy,subscription,13,175
2016-09-01,billy,subscription,13,170
2016-10-01,billy,subscription,13,151
2016-11-01,billy,subscription,14,139
2016-12-01,billy,subscription,19,216
2017-01-01,billy,subscription,19,569
2017-02-01,billy,subscription,19,151
2017-03-01,billy,subscription,20,175
2017-04-01,billy,subscription,20,170
2017-05-01,billy,subscription,20,132
2017-06-01,billy,subscription,20,591
2017-07-01,billy,subscription,20,218
2017-08-01,billy,subscription,20,156
2017-09-01,billy,subscription,20,163
2017-10-01,billy,subscription,20,156
2017-11-01,billy,subscription,20,142
2017-12-01,billy,subscription,20,175
2018-01-01,billy,subscription,20,208
2018-02-01,billy,subscription,20,212
2018-03-01,billy,subscription,19,210
2018-04-01,billy,subscription,19,175
2018-05-01,billy,subscription,19,205
2018-06-01,billy,subscription,19,378
2018-07-01,billy,subscription,19,204
2018-08-01,billy,subscription,19,194
2018-09-01,billy,subscription,19,217
2018-10-01,billy,subscription,19,173
2018-11-01,billy,subscription,23,1501
2018-12-01,billy,subscription,22,229
2019-01-01,billy,subscription,22,463
2019-02-01,billy,subscription,22,351
2019-03-01,billy,subscription,22,332
2019-04-01,billy,subscription,22,185
2019-05-01,billy,subscription,22,201
2019-06-01,billy,subscription,22,404
2019-07-01,billy,subscription,22,270
2019-08-01,billy,subscription,22,223
2019-09-01,billy,subscription,22,411
2019-10-01,billy,subscription,22,217
2019-11-01,billy,subscription,22,227
2019-12-01,billy,subscription,22,360
2020-01-01,billy,subscription,22,423
2020-02-01,billy,subscription,22,287
2020-03-01,billy,subscription,26,296
2020-04-01,billy,subscription,26,258
2020-05-01,billy,subscription,26,214
2020-06-01,billy,subscription,26,219
2020-07-01,billy,subscription,26,232
2020-08-01,billy,subscription,26,290
2020-09-01,billy,subscription,26,260
2020-10-01,billy,subscription,26,216
2020-11-01,billy,subscription,26,240
2020-12-01,billy,subscription,26,273
2021-01-01,billy,subscription,26,293
2021-02-01,billy,subscription,26,466
2021-03-01,billy,subscription,26,279
2021-04-01,billy,subscription,26,690
2021-05-01,billy,subscription,26,238
2021-06-01,billy,subscription,26,226
2021-07-01,billy,subscription,26,250
2021-08-01,billy,subscription,26,257
2021-09-01,billy,subscription,26,281
2021-10-01,billy,subscription,26,271
2021-11-01,billy,subscription,26,247
2021-12-01,billy,subscription,26,310
2022-01-01,billy,subscription,26,326
2022-02-01,billy,subscription,26,313
2022-03-01,billy,subscription,26,335
2022-04-01,billy,subscription,26,215
2022-05-01,billy,subscription,26,234
2022-06-01,billy,subscription,26,228
2022-07-01,billy,subscription,26,212
2022-08-01,billy,subscription,26,235
2022-09-01,billy,subscription,26,188
2022-10-01,billy,subscription,26,165
2022-11-01,billy,subscription,26,189
2022-12-01,billy,subscription,26,217
2023-01-01,billy,subscription,26,263
2023-02-01,billy,subscription,33,211
2023-03-01,billy,subscription,33,158
2023-04-01,billy,subscription,33,110
2023-05-01,billy,subscription,33,89
2023-06-01,billy,subscription,33,91
2023-07-01,billy,subscription,33,92
2023-08-01,billy,subscription,33,77
2023-09-01,billy,subscription,33,18
2023-10-01,billy,subscription,33,18
2023-11-01,billy,subscription,33,10
