
MONTH,ENTITY,PRODUCT_NAME,TOTAL_CUSTOMERS,CHURNED_CUSTOMERS,CHURN_RATE,MEDIAN_PRICE
2021-11-01,zervant,custom,4,0,0.000000,155
2021-11-01,zervant,growth,348,12,0.034483,38
2021-11-01,zervant,merchant,22,1,0.045455,82
2021-11-01,zervant,pro,13951,342,0.024514,16
2021-11-01,zervant,starter,12481,403,0.032289,8
2021-12-01,advisor,advisor,3873,125,0.032275,150
2021-12-01,billy,annual report,1258,0,0.000000,18
2021-12-01,billy,subscription,15624,310,0.019841,26
2021-12-01,kontist,accounting,106,10,0.094340,39
2021-12-01,kontist,duo,4273,142,0.033232,12
2021-12-01,kontist,kontax,1066,32,0.030019,99
2021-12-01,kontist,premium,8154,186,0.022811,9
2021-12-01,salary,basic,3172,302,0.095208,3
2021-12-01,salary,premium,191,10,0.052356,5
2021-12-01,tellow,basis,3689,106,0.028734,10
2021-12-01,tellow,compleet,347,11,0.031700,50
2021-12-01,tellow,plus,1236,38,0.030744,20
2021-12-01,zervant,custom,4,0,0.000000,155
2021-12-01,zervant,growth,360,12,0.033333,38
2021-12-01,zervant,merchant,27,0,0.000000,82
2021-12-01,zervant,pro,14304,335,0.023420,15
2021-12-01,zervant,starter,12577,363,0.028862,8
2022-01-01,advisor,advisor,3572,99,0.027716,166
2022-01-01,billy,annual report,1054,0,0.000000,18
2022-01-01,billy,subscription,15309,326,0.021295,26
2022-01-01,kontist,accounting,152,3,0.019737,39
2022-01-01,kontist,duo,4633,165,0.035614,12
2022-01-01,kontist,kontax,1385,45,0.032491,99
2022-01-01,kontist,premium,8580,231,0.026923,9
2022-01-01,lending,loan,1,0,0.000000,124
2022-01-01,salary,basic,3223,246,0.076326,3
2022-01-01,salary,premium,197,16,0.081218,10
2022-01-01,tellow,basis,3772,126,0.033404,10
2022-01-01,tellow,compleet,413,11,0.026634,50
2022-01-01,tellow,plus,1307,44,0.033665,20
2022-01-01,zervant,custom,4,0,0.000000,155
2022-01-01,zervant,growth,379,11,0.029024,42
2022-01-01,zervant,merchant,21,0,0.000000,82
2022-01-01,zervant,pro,14457,348,0.024071,17
2022-01-01,zervant,starter,12629,324,0.025655,8
2022-02-01,advisor,advisor,3463,99,0.028588,170
2022-02-01,billy,annual report,857,0,0.000000,18
2022-02-01,billy,subscription,15383,313,0.020347,26
2022-02-01,kontist,accounting,168,8,0.047619,39
2022-02-01,kontist,duo,4486,141,0.031431,12
2022-02-01,kontist,kontax,1487,28,0.018830,99
2022-02-01,kontist,premium,8710,191,0.021929,9
2022-02-01,lending,loan,3,0,0.000000,124
2022-02-01,salary,basic,3229,176,0.054506,3
2022-02-01,salary,premium,193,21,0.108808,10
2022-02-01,tellow,basis,3682,88,0.023900,10
2022-02-01,tellow,compleet,458,8,0.017467,50
2022-02-01,tellow,plus,1334,45,0.033733,20
2022-02-01,zervant,custom,4,1,0.250000,155
2022-02-01,zervant,growth,372,10,0.026882,39
2022-02-01,zervant,merchant,21,1,0.047619,82
2022-02-01,zervant,pro,14659,325,0.022171,17
2022-02-01,zervant,starter,12787,297,0.023227,8
2022-03-01,advisor,advisor,3507,183,0.052181,163
2022-03-01,billy,annual report,748,0,0.000000,18
2022-03-01,billy,premium,6,0,0.000000,40
2022-03-01,billy,pro,19,0,0.000000,24
2022-03-01,billy,subscription,15457,335,0.021673,26
2022-03-01,kontist,accounting,167,7,0.041916,39
2022-03-01,kontist,duo,4529,144,0.031795,12
2022-03-01,kontist,kontax,1564,52,0.033248,99
2022-03-01,kontist,premium,8930,225,0.025196,9
2022-03-01,lending,loan,20,1,0.050000,114
2022-03-01,salary,basic,3559,244,0.068559,3
2022-03-01,salary,premium,204,15,0.073529,10
2022-03-01,tellow,basis,3665,115,0.031378,10
2022-03-01,tellow,compleet,585,10,0.017094,50
2022-03-01,tellow,plus,1353,41,0.030303,20
2022-03-01,zervant,custom,4,0,0.000000,155
2022-03-01,zervant,growth,384,20,0.052083,42
2022-03-01,zervant,merchant,26,1,0.038462,82
2022-03-01,zervant,pro,15023,328,0.021833,17
2022-03-01,zervant,starter,13000,326,0.025077,8
2022-04-01,advisor,advisor,3259,89,0.027309,168
2022-04-01,billy,annual report,670,0,0.000000,22
2022-04-01,billy,premium,121,3,0.024793,33
2022-04-01,billy,pro,208,4,0.019231,24
2022-04-01,billy,subscription,15155,215,0.014187,26
2022-04-01,kontist,accounting,186,10,0.053763,39
2022-04-01,kontist,duo,4585,144,0.031407,12
2022-04-01,kontist,kontax,1681,30,0.017847,99
2022-04-01,kontist,premium,9220,196,0.021258,9
2022-04-01,lending,loan,36,1,0.027778,130
2022-04-01,salary,basic,3612,188,0.052049,3
2022-04-01,salary,premium,230,16,0.069565,10
2022-04-01,tellow,basis,3922,120,0.030597,10
2022-04-01,tellow,compleet,751,19,0.025300,50
2022-04-01,tellow,plus,1634,54,0.033048,20
2022-04-01,zervant,custom,3,0,0.000000,155
2022-04-01,zervant,growth,385,14,0.036364,42
2022-04-01,zervant,merchant,27,1,0.037037,82
2022-04-01,zervant,pro,15378,303,0.019703,17
2022-04-01,zervant,starter,13308,312,0.023445,8
2022-05-01,advisor,advisor,3254,101,0.031039,173
2022-05-01,billy,annual report,634,0,0.000000,22
2022-05-01,billy,premium,361,5,0.013850,33
2022-05-01,billy,pro,1372,44,0.032070,24
2022-05-01,billy,subscription,13881,234,0.016858,26
2022-05-01,kontist,accounting,200,13,0.065000,39
2022-05-01,kontist,duo,4776,158,0.033082,12
2022-05-01,kontist,kontax,1719,36,0.020942,99
2022-05-01,kontist,premium,9629,224,0.023263,9
2022-05-01,lending,loan,54,1,0.018519,101
2022-05-01,salary,basic,3806,279,0.073305,3
2022-05-01,salary,premium,236,18,0.076271,10
2022-05-01,tellow,basis,3943,107,0.027137,10
2022-05-01,tellow,compleet,663,3,0.004525,50
2022-05-01,tellow,plus,1412,28,0.019830,20
2022-05-01,zervant,custom,3,0,0.000000,155
2022-05-01,zervant,growth,385,17,0.044156,42
2022-05-01,zervant,merchant,29,1,0.034483,82
2022-05-01,zervant,pro,15821,337,0.021301,17
2022-05-01,zervant,starter,13710,369,0.026915,8
2022-06-01,advisor,advisor,3226,122,0.037818,173
2022-06-01,billy,accounting package,2,0,0.000000,470
2022-06-01,billy,annual report,819,0,0.000000,22
2022-06-01,billy,premium,1474,25,0.016961,40
2022-06-01,billy,pro,1640,56,0.034146,24
2022-06-01,billy,subscription,12437,228,0.018332,26
2022-06-01,kontist,accounting,209,6,0.028708,39
2022-06-01,kontist,duo,4594,152,0.033087,12
2022-06-01,kontist,kontax,1773,28,0.015792,99
2022-06-01,kontist,premium,9621,212,0.022035,9
2022-06-01,lending,loan,73,1,0.013699,84
2022-06-01,salary,basic,3952,361,0.091346,3
2022-06-01,salary,premium,252,24,0.095238,10
2022-06-01,tellow,basis,4200,116,0.027619,10
2022-06-01,tellow,compleet,668,4,0.005988,50
2022-06-01,tellow,plus,1453,34,0.023400,20
2022-06-01,zervant,custom,3,0,0.000000,155
2022-06-01,zervant,growth,400,12,0.030000,39
2022-06-01,zervant,merchant,31,2,0.064516,82
2022-06-01,zervant,pro,16241,331,0.020381,17
2022-06-01,zervant,starter,14032,388,0.027651,8
2022-07-01,advisor,advisor,3189,89,0.027908,178
2022-07-01,billy,accounting package,1,0,0.000000,470
2022-07-01,billy,annual report,923,0,0.000000,22
2022-07-01,billy,premium,1581,33,0.020873,40
2022-07-01,billy,pro,1892,71,0.037526,24
2022-07-01,billy,subscription,12089,212,0.017537,26
2022-07-01,kontist,accounting,226,8,0.035398,39
2022-07-01,kontist,duo,4614,114,0.024707,12
2022-07-01,kontist,kontax,1905,29,0.015223,99
2022-07-01,kontist,premium,9670,206,0.021303,9
2022-07-01,lending,loan,92,1,0.010870,94
2022-07-01,salary,basic,6041,471,0.077967,3
2022-07-01,salary,premium,257,21,0.081712,10
2022-07-01,tellow,basis,3600,126,0.035000,13
2022-07-01,tellow,compleet,664,18,0.027108,50
2022-07-01,tellow,plus,1508,48,0.031830,20
2022-07-01,zervant,custom,3,0,0.000000,155
2022-07-01,zervant,growth,401,11,0.027431,42
2022-07-01,zervant,merchant,28,2,0.071429,82
2022-07-01,zervant,pro,16494,319,0.019340,17
2022-07-01,zervant,starter,14123,345,0.024428,8
2022-08-01,advisor,advisor,3198,122,0.038149,184
2022-08-01,billy,accounting package,1,0,0.000000,470
2022-08-01,billy,annual report,869,0,0.000000,22
2022-08-01,billy,premium,1691,18,0.010645,40
2022-08-01,billy,pro,2183,75,0.034356,24
2022-08-01,billy,subscription,11765,235,0.019975,26
2022-08-01,kontist,accounting,219,8,0.036530,39
2022-08-01,kontist,duo,4680,146,0.031197,12
2022-08-01,kontist,kontax,1934,27,0.013961,99
2022-08-01,kontist,premium,9931,214,0.021549,9
2022-08-01,lending,loan,107,6,0.056075,91
2022-08-01,salary,basic,6183,586,0.094776,3
2022-08-01,salary,premium,262,14,0.053435,10
2022-08-01,tellow,basis,3476,62,0.017837,13
2022-08-01,tellow,compleet,638,3,0.004702,50
2022-08-01,tellow,plus,1486,19,0.012786,24
2022-08-01,zervant,custom,3,0,0.000000,155
2022-08-01,zervant,growth,391,2,0.005115,42
2022-08-01,zervant,merchant,25,0,0.000000,82
2022-08-01,zervant,pro,16734,342,0.020437,17
2022-08-01,zervant,starter,14278,392,0.027455,8
2022-09-01,advisor,advisor,3164,129,0.040771,195
2022-09-01,billy,annual report,853,0,0.000000,22
2022-09-01,billy,premium,3226,38,0.011779,40
2022-09-01,billy,pro,2331,38,0.016302,24
2022-09-01,billy,subscription,10136,188,0.018548,26
2022-09-01,kontist,accounting,209,2,0.009569,39
2022-09-01,kontist,duo,4617,134,0.029023,12
2022-09-01,kontist,kontax,1955,24,0.012276,99
2022-09-01,kontist,premium,10236,222,0.021688,9
2022-09-01,lending,loan,139,3,0.021583,102
2022-09-01,salary,basic,6133,547,0.089190,3
2022-09-01,salary,premium,278,20,0.071942,10
2022-09-01,tellow,basis,3741,125,0.033414,13
2022-09-01,tellow,compleet,702,40,0.056980,50
2022-09-01,tellow,plus,1628,81,0.049754,24
2022-09-01,zervant,custom,3,0,0.000000,155
2022-09-01,zervant,growth,403,16,0.039702,42
2022-09-01,zervant,merchant,24,1,0.041667,82
2022-09-01,zervant,pro,17090,462,0.027033,16
2022-09-01,zervant,starter,14557,476,0.032699,8
2022-10-01,advisor,advisor,3153,137,0.043451,192
2022-10-01,billy,accounting package,6,0,0.000000,470
2022-10-01,billy,annual report,852,0,0.000000,22
2022-10-01,billy,premium,5447,79,0.014503,40
2022-10-01,billy,pro,2132,39,0.018293,20
2022-10-01,billy,subscription,8156,165,0.020231,26
2022-10-01,kontist,accounting,177,2,0.011299,39
2022-10-01,kontist,duo,4622,145,0.031372,12
2022-10-01,kontist,kontax,2028,32,0.015779,99
2022-10-01,kontist,premium,10469,231,0.022065,9
2022-10-01,lending,loan,167,7,0.041916,101
2022-10-01,salary,basic,6168,476,0.077173,3
2022-10-01,salary,premium,286,15,0.052448,10
2022-10-01,tellow,basis,3735,73,0.019545,13
2022-10-01,tellow,compleet,683,4,0.005857,50
2022-10-01,tellow,plus,1632,38,0.023284,24
2022-10-01,zervant,custom,3,1,0.333333,155
2022-10-01,zervant,growth,405,16,0.039506,42
2022-10-01,zervant,merchant,26,0,0.000000,82
2022-10-01,zervant,pro,17528,429,0.024475,16
2022-10-01,zervant,starter,14827,411,0.027720,8
2022-11-01,advisor,advisor,3093,74,0.023925,199
2022-11-01,billy,accounting package,5,0,0.000000,470
2022-11-01,billy,annual report,838,0,0.000000,22
2022-11-01,billy,premium,6285,91,0.014479,40
2022-11-01,billy,pro,2286,51,0.022310,20
2022-11-01,billy,subscription,7357,189,0.025690,26
2022-11-01,kontist,accounting,167,5,0.029940,39
2022-11-01,kontist,duo,4689,146,0.031137,12
2022-11-01,kontist,kontax,2041,30,0.014699,99
2022-11-01,kontist,premium,11250,246,0.021867,9
2022-11-01,lending,loan,181,7,0.038674,97
2022-11-01,salary,basic,6381,590,0.092462,3
2022-11-01,salary,premium,308,26,0.084416,10
2022-11-01,tellow,basis,3795,84,0.022134,13
2022-11-01,tellow,compleet,715,7,0.009790,50
2022-11-01,tellow,plus,1681,44,0.026175,24
2022-11-01,zervant,custom,2,0,0.000000,205
2022-11-01,zervant,growth,413,14,0.033898,42
2022-11-01,zervant,merchant,29,2,0.068966,82
2022-11-01,zervant,pro,17877,439,0.024557,16
2022-11-01,zervant,starter,15135,525,0.034688,8
2022-12-01,advisor,advisor,3089,141,0.045646,203
2022-12-01,billy,accounting package,23,0,0.000000,535
2022-12-01,billy,annual report,865,0,0.000000,22
2022-12-01,billy,premium,7152,102,0.014262,39
2022-12-01,billy,pro,2452,45,0.018352,20
2022-12-01,billy,subscription,6510,217,0.033333,26
2022-12-01,kontist,accounting,147,3,0.020408,39
2022-12-01,kontist,duo,4645,162,0.034876,12
2022-12-01,kontist,kontax,2063,90,0.043626,99
2022-12-01,kontist,premium,11595,285,0.024580,9
2022-12-01,lending,loan,187,1,0.005348,101
2022-12-01,salary,basic,6523,652,0.099954,3
2022-12-01,salary,premium,336,25,0.074405,10
2022-12-01,tellow,basis,3841,111,0.028899,13
2022-12-01,tellow,compleet,846,10,0.011820,50
2022-12-01,tellow,plus,1708,46,0.026932,24
2022-12-01,zervant,custom,2,0,0.000000,205
2022-12-01,zervant,growth,408,10,0.024510,42
2022-12-01,zervant,merchant,28,1,0.035714,82
2022-12-01,zervant,pro,18230,424,0.023258,15
2022-12-01,zervant,starter,15238,494,0.032419,8
2023-01-01,advisor,advisor,2974,96,0.032280,198
2023-01-01,billy,accounting package,67,0,0.000000,537
2023-01-01,billy,annual report,969,0,0.000000,22
2023-01-01,billy,premium,8001,139,0.017373,38
2023-01-01,billy,pro,2608,52,0.019939,20
2023-01-01,billy,subscription,5397,263,0.048731,26
2023-01-01,kontist,accounting,139,11,0.079137,39
2023-01-01,kontist,duo,4920,175,0.035569,12
2023-01-01,kontist,kontax,2387,100,0.041894,99
2023-01-01,kontist,premium,12173,316,0.025959,9
2023-01-01,lending,loan,198,8,0.040404,108
2023-01-01,salary,basic,6434,559,0.086882,3
2023-01-01,salary,premium,328,18,0.054878,10
2023-01-01,tellow,basis,3945,196,0.049683,15
2023-01-01,tellow,compleet,856,20,0.023364,50
2023-01-01,tellow,plus,1698,87,0.051237,26
2023-01-01,zervant,custom,2,0,0.000000,205
2023-01-01,zervant,growth,404,13,0.032178,42
2023-01-01,zervant,merchant,24,2,0.083333,82
2023-01-01,zervant,pro,18408,499,0.027108,17
2023-01-01,zervant,starter,15424,501,0.032482,8
2023-02-01,advisor,advisor,2978,140,0.047011,199
2023-02-01,billy,accounting package,42,0,0.000000,537
2023-02-01,billy,annual report,1103,0,0.000000,22
2023-02-01,billy,premium,8921,131,0.014684,38
2023-02-01,billy,pro,2835,39,0.013757,20
2023-02-01,billy,subscription,4193,211,0.050322,33
2023-02-01,kontist,accounting,90,8,0.088889,39
2023-02-01,kontist,duo,8529,187,0.021925,12
2023-02-01,kontist,kontax,2226,50,0.022462,99
2023-02-01,kontist,premium,23930,303,0.012662,9
2023-02-01,lending,loan,195,7,0.035897,108
2023-02-01,salary,basic,6549,478,0.072988,3
2023-02-01,salary,premium,372,29,0.077957,10
2023-02-01,tellow,basis,3835,93,0.024250,15
2023-02-01,tellow,compleet,856,21,0.024533,50
2023-02-01,tellow,plus,1664,34,0.020433,26
2023-02-01,zervant,custom,2,1,0.500000,205
2023-02-01,zervant,growth,400,11,0.027500,45
2023-02-01,zervant,merchant,23,1,0.043478,82
2023-02-01,zervant,pro,18547,352,0.018979,17
2023-02-01,zervant,starter,15570,383,0.024599,9
2023-03-01,advisor,advisor,2845,93,0.032689,200
2023-03-01,billy,accounting package,68,0,0.000000,537
2023-03-01,billy,annual report,1213,0,0.000000,20
2023-03-01,billy,premium,9851,129,0.013095,37
2023-03-01,billy,pro,3061,48,0.015681,27
2023-03-01,billy,subscription,3076,158,0.051365,33
2023-03-01,kontist,accounting,6,3,0.500000,0
2023-03-01,kontist,duo,4847,163,0.033629,12
2023-03-01,kontist,kontax,2234,52,0.023277,99
2023-03-01,kontist,premium,12422,309,0.024875,9
2023-03-01,lending,loan,197,8,0.040609,110
2023-03-01,salary,basic,6883,655,0.095162,3
2023-03-01,salary,premium,398,23,0.057789,10
2023-03-01,tellow,basis,4008,142,0.035429,15
2023-03-01,tellow,compleet,965,32,0.033161,50
2023-03-01,tellow,plus,1765,58,0.032861,26
2023-03-01,zervant,custom,1,0,0.000000,155
2023-03-01,zervant,growth,408,16,0.039216,44
2023-03-01,zervant,merchant,26,0,0.000000,82
2023-03-01,zervant,pro,19114,355,0.018573,17
2023-03-01,zervant,starter,16105,385,0.023906,9
2023-04-01,advisor,advisor,2751,84,0.030534,200
2023-04-01,billy,accounting package,41,0,0.000000,536
2023-04-01,billy,annual report,1273,0,0.000000,20
2023-04-01,billy,premium,10517,87,0.008272,37
2023-04-01,billy,pro,3159,94,0.029756,27
2023-04-01,billy,subscription,2369,110,0.046433,33
2023-04-01,kontist,duo,4804,177,0.036844,12
2023-04-01,kontist,kontax,2177,32,0.014699,99
2023-04-01,kontist,premium,12514,316,0.025252,9
2023-04-01,lending,loan,192,6,0.031250,111
2023-04-01,salary,basic,6660,551,0.082733,3
2023-04-01,salary,premium,390,18,0.046154,10
2023-04-01,tellow,basis,4016,111,0.027639,15
2023-04-01,tellow,compleet,1010,19,0.018812,50
2023-04-01,tellow,plus,1818,37,0.020352,26
2023-04-01,zervant,custom,1,0,0.000000,155
2023-04-01,zervant,growth,399,9,0.022556,40
2023-04-01,zervant,merchant,24,0,0.000000,82
2023-04-01,zervant,pro,19209,317,0.016503,17
2023-04-01,zervant,starter,16329,350,0.021434,9
2023-05-01,advisor,advisor,2661,101,0.037956,205
2023-05-01,billy,accounting package,50,0,0.000000,537
2023-05-01,billy,annual report,1407,0,0.000000,20
2023-05-01,billy,premium,11153,121,0.010849,37
2023-05-01,billy,pro,3165,78,0.024645,27
2023-05-01,billy,subscription,1802,89,0.049390,33
2023-05-01,kontist,duo,4842,159,0.032838,12
2023-05-01,kontist,kontax,2197,32,0.014565,119
2023-05-01,kontist,premium,12671,277,0.021861,9
2023-05-01,lending,loan,191,9,0.047120,111
2023-05-01,salary,basic,7260,583,0.080303,3
2023-05-01,salary,premium,394,16,0.040609,10
2023-05-01,tellow,basis,4049,212,0.052359,15
2023-05-01,tellow,compleet,1006,44,0.043738,50
2023-05-01,tellow,plus,1802,78,0.043285,26
2023-05-01,zervant,custom,1,0,0.000000,155
2023-05-01,zervant,growth,403,13,0.032258,40
2023-05-01,zervant,merchant,24,1,0.041667,82
2023-05-01,zervant,pro,19503,327,0.016767,17
2023-05-01,zervant,starter,16779,374,0.022290,9
2023-06-01,advisor,advisor,2609,72,0.027597,208
2023-06-01,billy,accounting package,3,0,0.000000,537
2023-06-01,billy,annual report,1260,0,0.000000,20
2023-06-01,billy,premium,11631,124,0.010661,37
2023-06-01,billy,pro,3153,102,0.032350,27
2023-06-01,billy,subscription,1429,91,0.063681,33
2023-06-01,kontist,duo,4835,154,0.031851,12
2023-06-01,kontist,kontax,2189,38,0.017360,119
2023-06-01,kontist,premium,12906,256,0.019836,9
2023-06-01,lending,loan,183,8,0.043716,111
2023-06-01,salary,basic,18965,1216,0.064118,0
2023-06-01,salary,premium,418,28,0.066986,10
2023-06-01,tellow,basis,4003,120,0.029978,15
2023-06-01,tellow,compleet,983,19,0.019329,50
2023-06-01,tellow,plus,1796,41,0.022829,26
2023-06-01,zervant,custom,1,0,0.000000,155
2023-06-01,zervant,growth,392,4,0.010204,40
2023-06-01,zervant,merchant,23,0,0.000000,82
2023-06-01,zervant,pro,19685,276,0.014021,17
2023-06-01,zervant,starter,17240,300,0.017401,9
2023-07-01,advisor,advisor,2506,89,0.035515,220
2023-07-01,billy,accounting package,3,0,0.000000,536
2023-07-01,billy,annual report,1244,0,0.000000,20
2023-07-01,billy,premium,12120,118,0.009736,37
2023-07-01,billy,pro,3056,94,0.030759,27
2023-07-01,billy,subscription,933,92,0.098607,33
2023-07-01,kontist,accounting,27,2,0.074074,8
2023-07-01,kontist,duo,4969,143,0.028778,12
2023-07-01,kontist,kontax,2147,47,0.021891,119
2023-07-01,kontist,premium,13094,270,0.020620,9
2023-07-01,lending,loan,176,5,0.028409,111
2023-07-01,salary,basic,18608,1048,0.056320,0
2023-07-01,salary,premium,450,35,0.077778,10
2023-07-01,tellow,basis,4086,105,0.025698,15
2023-07-01,tellow,compleet,1009,10,0.009911,50
2023-07-01,tellow,plus,1883,50,0.026553,26
2023-07-01,zervant,custom,1,0,0.000000,155
2023-07-01,zervant,growth,391,5,0.012788,40
2023-07-01,zervant,merchant,24,0,0.000000,82
2023-07-01,zervant,pro,19931,211,0.010587,17
2023-07-01,zervant,starter,17788,284,0.015966,9
2023-08-01,advisor,advisor,2494,117,0.046913,213
2023-08-01,billy,accounting package,4,0,0.000000,536
2023-08-01,billy,annual report,1207,0,0.000000,20
2023-08-01,billy,premium,12645,186,0.014709,37
2023-08-01,billy,pro,3085,81,0.026256,27
2023-08-01,billy,subscription,459,77,0.167756,33
2023-08-01,kontist,accounting,63,1,0.015873,27
2023-08-01,kontist,duo,4955,166,0.033502,12
2023-08-01,kontist,kontax,2062,36,0.017459,119
2023-08-01,kontist,premium,13084,287,0.021935,9
2023-08-01,lending,loan,170,11,0.064706,111
2023-08-01,salary,basic,19617,1148,0.058521,0
2023-08-01,salary,premium,448,44,0.098214,10
2023-08-01,tellow,basis,4042,117,0.028946,15
2023-08-01,tellow,compleet,1014,26,0.025641,50
2023-08-01,tellow,plus,1877,78,0.041556,26
2023-08-01,zervant,custom,2,0,0.000000,148
2023-08-01,zervant,growth,403,6,0.014888,40
2023-08-01,zervant,merchant,24,0,0.000000,82
2023-08-01,zervant,pro,20222,239,0.011819,17
2023-08-01,zervant,starter,18457,332,0.017988,9
2023-09-01,advisor,advisor,2354,80,0.033985,216
2023-09-01,billy,accounting package,3,0,0.000000,536
2023-09-01,billy,annual report,1204,0,0.000000,20
2023-09-01,billy,premium,12811,209,0.016314,37
2023-09-01,billy,pro,3035,79,0.026030,27
2023-09-01,billy,subscription,112,18,0.160714,33
2023-09-01,kontist,accounting,119,11,0.092437,29
2023-09-01,kontist,duo,4818,138,0.028643,12
2023-09-01,kontist,kontax,2023,39,0.019278,179
2023-09-01,kontist,premium,13201,255,0.019317,9
2023-09-01,lending,loan,159,13,0.081761,111
2023-09-01,salary,basic,19854,1156,0.058225,0
2023-09-01,salary,premium,465,39,0.083871,10
2023-09-01,tellow,basis,4093,103,0.025165,15
2023-09-01,tellow,compleet,1019,18,0.017664,50
2023-09-01,tellow,plus,1861,53,0.028479,26
2023-09-01,zervant,custom,3,0,0.000000,140
2023-09-01,zervant,growth,414,7,0.016908,40
2023-09-01,zervant,merchant,24,0,0.000000,82
2023-09-01,zervant,pro,20427,257,0.012581,17
2023-09-01,zervant,starter,19158,334,0.017434,9
2023-10-01,advisor,advisor,2287,107,0.046786,219
2023-10-01,billy,accounting package,5,0,0.000000,535
2023-10-01,billy,annual report,1202,0,0.000000,20
2023-10-01,billy,premium,12824,183,0.014270,37
2023-10-01,billy,pro,3042,71,0.023340,27
2023-10-01,billy,subscription,73,18,0.246575,33
2023-10-01,kontist,accounting,228,8,0.035088,28
2023-10-01,kontist,duo,4761,125,0.026255,12
2023-10-01,kontist,kontax,1925,17,0.008831,179
2023-10-01,kontist,premium,13496,287,0.021266,9
2023-10-01,lending,loan,146,15,0.102740,112
2023-10-01,salary,basic,20192,1307,0.064729,0
2023-10-01,salary,premium,450,44,0.097778,10
2023-10-01,tellow,banking,22,0,0.000000,1
2023-10-01,tellow,basis,4237,137,0.032334,15
2023-10-01,tellow,compleet,1034,10,0.009671,62
2023-10-01,tellow,plus,1959,52,0.026544,26
2023-10-01,zervant,custom,1,0,0.000000,155
2023-10-01,zervant,growth,414,6,0.014493,40
2023-10-01,zervant,merchant,25,0,0.000000,82
2023-10-01,zervant,pro,20705,257,0.012412,17
2023-10-01,zervant,starter,19729,314,0.015916,9
2023-11-01,advisor,advisor,2124,76,0.035782,215
2023-11-01,billy,accounting package,3,0,0.000000,536
2023-11-01,billy,annual report,1208,0,0.000000,20
2023-11-01,billy,premium,12944,179,0.013829,37
2023-11-01,billy,pro,3085,70,0.022690,27
2023-11-01,billy,subscription,44,10,0.227273,33
2023-11-01,kontist,accounting,295,12,0.040678,29
2023-11-01,kontist,duo,4501,111,0.024661,12
2023-11-01,kontist,kontax,1876,20,0.010661,179
2023-11-01,kontist,premium,13520,262,0.019379,9
2023-11-01,lending,loan,136,11,0.080882,115
2023-11-01,salary,basic,20698,1282,0.061938,0
2023-11-01,salary,premium,448,46,0.102679,10
2023-11-01,tellow,banking,138,8,0.057971,1
2023-11-01,tellow,basis,4191,120,0.028633,15
2023-11-01,tellow,compleet,1046,22,0.021033,70
2023-11-01,tellow,plus,1937,37,0.019102,26
2023-11-01,zervant,custom,1,0,0.000000,155
2023-11-01,zervant,growth,427,3,0.007026,40
2023-11-01,zervant,merchant,26,2,0.076923,82
2023-11-01,zervant,pro,20947,293,0.013988,17
2023-11-01,zervant,starter,20198,361,0.017873,9
2023-12-01,advisor,advisor,1999,121,0.060530,209
2023-12-01,billy,accounting package,14,0,0.000000,536
2023-12-01,billy,annual report,1202,0,0.000000,20
2023-12-01,billy,premium,12903,3788,0.293575,37
2023-12-01,billy,pro,3025,1044,0.345124,27
2023-12-01,billy,subscription,26,10,0.384615,37
2023-12-01,kontist,accounting,335,14,0.041791,29
2023-12-01,kontist,duo,4420,117,0.026471,12
2023-12-01,kontist,kontax,1847,90,0.048728,179
2023-12-01,kontist,premium,13784,284,0.020604,9
2023-12-01,lending,loan,130,8,0.061538,120
2023-12-01,salary,basic,21267,18482,0.869046,0
2023-12-01,salary,premium,484,454,0.938017,10
2023-12-01,tellow,banking,185,160,0.864865,1
2023-12-01,tellow,basis,4282,3331,0.777908,15
2023-12-01,tellow,compleet,1067,871,0.816307,70
2023-12-01,tellow,plus,2043,1625,0.795399,26
2023-12-01,zervant,custom,1,1,1.000000,155
2023-12-01,zervant,growth,441,203,0.460317,43
2023-12-01,zervant,merchant,27,24,0.888889,82
2023-12-01,zervant,pro,21203,9762,0.460407,17
2023-12-01,zervant,starter,20501,8245,0.402176,9
2024-01-01,advisor,advisor,1790,1124,0.627933,211
2024-01-01,billy,accounting package,8,0,0.000000,536
2024-01-01,billy,annual report,1040,0,0.000000,20
2024-01-01,billy,premium,8968,1437,0.160236,37
2024-01-01,billy,pro,1893,278,0.146857,27
2024-01-01,billy,subscription,14,3,0.214286,37
2024-01-01,kontist,accounting,329,303,0.920973,29
2024-01-01,kontist,duo,4129,4068,0.985226,12
2024-01-01,kontist,kontax,1573,1549,0.984743,179
2024-01-01,kontist,premium,13515,13227,0.978690,9
2024-01-01,lending,loan,127,11,0.086614,119
2024-01-01,salary,basic,721,666,0.923717,0
2024-01-01,salary,premium,20,20,1.000000,5
2024-01-01,tellow,banking,34,34,1.000000,1
2024-01-01,tellow,basis,888,864,0.972973,15
2024-01-01,tellow,compleet,194,191,0.984536,70
2024-01-01,tellow,plus,410,402,0.980488,26
2024-01-01,zervant,growth,496,305,0.614919,46
2024-01-01,zervant,merchant,1,1,1.000000,82
2024-01-01,zervant,pro,11304,1994,0.176398,17
2024-01-01,zervant,starter,11958,1769,0.147934,9
2024-02-01,advisor,advisor,76,9,0.118421,198
2024-02-01,billy,annual report,857,0,0.000000,20
2024-02-01,billy,premium,7464,782,0.104770,37
2024-02-01,billy,pro,1551,147,0.094778,27
2024-02-01,billy,subscription,11,2,0.181818,37
